budget_ok,secteur_ok,type_ok,surface_ok,rooms_ok,urgency_level,financing_status,price_diff_pct,surface_diff,rooms_diff,budget_score,secteur_score,type_score,surface_score,rooms_score,score_total,label
0,1,1,0,1,1.0,0.0,-0.6768,-62,1,15,25,20,0,10,70,0
0,1,1,1,1,1.0,0.0,-0.7284,31,0,15,25,20,15,10,85,0
1,0,0,1,1,1.0,0.0,-0.1016,138,5,30,0,0,15,10,55,0
1,0,1,0,1,1.0,0.0,-0.2152,-49,0,30,0,20,0,10,60,1
0,0,0,1,1,1.0,0.0,1.8064,149,5,0,0,0,15,10,25,0
0,1,0,1,1,1.0,0.0,1.9964,161,1,0,25,0,15,10,50,0
0,1,0,1,1,1.0,0.0,-0.486,98,4,15,25,0,15,10,65,0
0,0,0,1,0,1.0,0.0,0.926,119,-1,0,0,0,15,0,15,0
0,1,0,1,1,1.0,0.0,0.3632,193,3,0,25,0,15,10,50,0
0,1,1,1,0,1.0,0.0,-0.5408,8,-2,15,25,20,15,0,75,0
0,0,0,1,1,1.0,0.0,0.0784,217,4,15,0,0,15,10,40,0
0,0,1,1,1,1.0,0.0,-0.6928,26,0,15,0,20,15,10,60,0
0,0,1,1,1,1.0,0.0,-0.6944,17,0,15,0,20,15,10,60,0
0,1,0,1,1,1.0,0.0,1.278,55,1,0,25,0,15,10,50,0
0,1,1,0,1,1.0,0.0,-0.5252,-34,0,15,25,20,0,10,70,0
0,1,0,1,1,1.0,0.0,1.0944,128,0,0,25,0,15,10,50,0
0,1,0,1,1,1.0,0.0,-0.5964,18,0,15,25,0,15,10,65,0
0,1,1,1,1,1.0,0.0,-0.514,16,0,15,25,20,15,10,85,0
0,1,1,1,1,1.0,0.0,-0.5156,33,0,15,25,20,15,10,85,0
0,0,1,1,0,1.0,0.0,-0.6756,6,-1,15,0,20,15,0,50,0
0,0,1,1,0,1.0,0.0,-0.8072,27,-2,15,0,20,15,0,50,0
0,1,1,1,0,1.0,0.0,-0.572,13,-2,15,25,20,15,0,75,0
0,0,0,1,1,1.0,0.0,1.7548,122,5,0,0,0,15,10,25,0
0,0,0,1,1,1.0,0.0,0.5028,198,0,0,0,0,15,10,25,0
0,1,1,1,1,1.0,0.0,-0.4888,52,0,15,25,20,15,10,85,0
0,0,0,1,1,1.0,0.0,0.0544,166,0,15,0,0,15,10,40,0
0,1,0,1,0,1.0,0.0,0.56,229,-1,0,25,0,15,0,40,0
0,0,1,1,1,1.0,0.0,-0.6396,28,1,15,0,20,15,10,60,0
1,1,0,1,0,1.0,0.0,-0.2492,25,-1,30,25,0,15,0,70,1
0,0,0,1,1,1.0,0.0,1.7836,94,3,0,0,0,15,10,25,0
0,0,0,1,1,1.0,0.0,0.734,219,2,0,0,0,15,10,25,0
0,0,0,1,1,1.0,0.0,0.0192,265,2,15,0,0,15,10,40,0
0,0,1,1,1,1.0,0.0,-0.3584,60,0,15,0,20,15,10,60,0
0,1,1,1,1,1.0,0.0,-0.5936,49,1,15,25,20,15,10,85,0
1,0,1,1,1,1.0,0.0,-0.208,55,1,30,0,20,15,10,75,1
0,0,0,1,1,1.0,0.0,0.8868,59,3,0,0,0,15,10,25,0
1,0,1,1,1,1.0,0.0,-0.2208,54,1,30,0,20,15,10,75,1
1,1,1,1,0,1.0,0.0,-0.0264,7,-2,30,25,20,15,0,90,1
0,1,1,0,1,1.0,0.0,-0.6532,-61,1,15,25,20,0,10,70,0
0,0,0,1,1,1.0,0.0,0.152,315,1,15,0,0,15,10,40,0
0,1,0,1,1,1.0,0.0,0.3132,168,1,0,25,0,15,10,50,0
0,0,0,1,1,1.0,0.0,1.2204,177,0,0,0,0,15,10,25,0
0,0,0,1,1,1.0,0.0,0.6344,161,1,0,0,0,15,10,25,0
1,1,1,1,0,1.0,0.0,-0.0788,23,-2,30,25,20,15,0,90,1
0,0,0,1,1,1.0,0.0,0.7724,205,4,0,0,0,15,10,25,0
0,1,0,1,1,1.0,0.0,1.6412,180,3,0,25,0,15,10,50,0
0,0,0,1,0,1.0,0.0,0.4768,169,-1,0,0,0,15,0,15,0
1,0,1,1,0,1.0,0.0,-0.1104,45,-3,30,0,20,15,0,65,1
1,0,1,0,1,1.0,0.0,-0.0184,-10,0,30,0,20,8,10,68,1
0,1,1,0,1,1.0,0.0,-0.8036,-21,1,15,25,20,0,10,70,0
0,0,0,1,1,1.0,0.0,0.4072,284,4,0,0,0,15,10,25,0
0,1,1,0,0,1.0,0.0,-0.658,-21,-3,15,25,20,0,0,60,0
0,0,0,1,1,1.0,0.0,1.4728,33,4,0,0,0,15,10,25,0
0,0,0,1,0,1.0,0.0,0.8612,217,-1,0,0,0,15,0,15,0
0,0,1,0,1,1.0,0.0,-0.7504,-52,0,15,0,20,0,10,45,0
1,0,1,1,1,1.0,0.0,-0.2968,54,0,30,0,20,15,10,75,1
1,0,0,1,1,1.0,0.0,-0.0136,210,3,30,0,0,15,10,55,0
1,0,1,0,0,1.0,0.0,-0.1492,-22,-1,30,0,20,0,0,50,0
0,0,1,0,0,1.0,0.0,-0.4888,-21,-3,15,0,20,0,0,35,0
0,0,1,1,1,1.0,0.0,-0.818,41,1,15,0,20,15,10,60,0
1,0,1,0,0,1.0,0.0,-0.0108,-3,-2,30,0,20,8,0,58,0
1,0,0,1,1,1.0,0.0,-0.0152,87,0,30,0,0,15,10,55,0
1,0,1,0,0,1.0,0.0,-0.136,-41,-3,30,0,20,0,0,50,0
1,1,0,1,1,1.0,0.0,-0.1672,131,0,30,25,0,15,10,80,1
1,0,1,1,1,1.0,0.0,-0.0028,27,1,30,0,20,15,10,75,1
1,1,1,0,1,1.0,0.0,-0.204,-15,1,30,25,20,8,10,93,1
0,0,1,1,0,1.0,0.0,-0.7316,17,-3,15,0,20,15,0,50,0
1,0,1,0,0,1.0,0.0,-0.2756,-64,-3,30,0,20,0,0,50,0
0,1,1,1,0,1.0,0.0,-0.4216,24,-2,15,25,20,15,0,75,0
0,1,1,0,0,1.0,0.0,-0.5816,-65,-1,15,25,20,0,0,60,0
0,0,1,0,0,1.0,0.0,-0.7276,-11,-3,15,0,20,8,0,43,0
0,0,0,1,1,1.0,0.0,1.2888,239,4,0,0,0,15,10,25,0
0,1,0,1,1,1.0,0.0,1.2816,135,5,0,25,0,15,10,50,0
0,0,0,1,1,1.0,0.0,0.7412,130,1,0,0,0,15,10,25,0
0,1,1,0,0,1.0,0.0,-0.4084,-16,-3,15,25,20,8,0,68,0
1,0,1,0,0,1.0,0.0,-0.1156,-38,-2,30,0,20,0,0,50,0
0,0,1,1,0,1.0,0.0,-0.6232,6,-3,15,0,20,15,0,50,0
0,1,0,1,1,1.0,0.0,0.168,36,4,15,25,0,15,10,65,0
0,0,1,0,0,1.0,0.0,-0.7764,-25,-1,15,0,20,0,0,35,0
0,0,1,1,0,1.0,0.0,-0.7232,12,-1,15,0,20,15,0,50,0
0,1,1,1,1,1.0,0.0,-0.5496,36,0,15,25,20,15,10,85,0
1,0,1,1,0,1.0,0.0,-0.3344,25,-2,30,0,20,15,0,65,1
0,0,0,1,1,1.0,0.0,0.628,309,4,0,0,0,15,10,25,0
0,0,1,0,1,1.0,0.0,-0.3792,-46,1,15,0,20,0,10,45,0
0,1,0,1,1,1.0,0.0,1.946,44,1,0,25,0,15,10,50,0
1,0,0,1,1,1.0,0.0,-0.1128,220,3,30,0,0,15,10,55,0
0,0,0,1,0,1.0,0.0,0.488,49,-1,0,0,0,15,0,15,0
0,1,1,1,1,1.0,0.0,-0.838,39,1,15,25,20,15,10,85,0
0,0,0,1,0,1.0,0.0,0.3396,10,-1,0,0,0,15,0,15,0
1,0,0,1,1,1.0,0.0,-0.2528,49,4,30,0,0,15,10,55,0
0,0,0,1,1,1.0,0.0,1.594,110,1,0,0,0,15,10,25,0
0,0,0,1,1,1.0,0.0,0.53,58,1,0,0,0,15,10,25,0
0,0,1,1,1,1.0,0.0,-0.75,39,0,15,0,20,15,10,60,0
1,1,0,1,1,1.0,0.0,-0.2424,229,1,30,25,0,15,10,80,1
0,0,0,1,1,1.0,0.0,-0.6072,231,2,15,0,0,15,10,40,0
0,0,1,1,0,1.0,0.0,-0.3904,18,-2,15,0,20,15,0,50,0
0,0,0,1,1,1.0,0.0,0.9376,45,3,0,0,0,15,10,25,0
0,0,1,1,0,1.0,0.0,-0.7668,41,-2,15,0,20,15,0,50,0
0,1,1,0,0,1.0,0.0,-0.366,-34,-3,15,25,20,0,0,60,0
0,0,0,1,1,1.0,0.0,0.8356,103,4,0,0,0,15,10,25,0
0,1,0,1,1,1.0,0.0,0.978,189,1,0,25,0,15,10,50,0
0,1,0,1,1,1.0,0.0,0.0444,321,4,15,25,0,15,10,65,0
1,0,1,1,1,1.0,0.0,-0.1252,44,0,30,0,20,15,10,75,1
0,0,1,1,0,1.0,0.0,-0.7728,26,-3,15,0,20,15,0,50,0
1,1,1,0,1,1.0,0.0,-0.0148,-28,1,30,25,20,0,10,85,1
0,0,0,1,1,1.0,0.0,1.8772,252,2,0,0,0,15,10,25,0
1,0,1,1,0,1.0,0.0,-0.1504,45,-1,30,0,20,15,0,65,1
1,1,0,1,1,1.0,0.0,-0.1808,205,0,30,25,0,15,10,80,1
0,0,1,1,0,1.0,0.0,-0.568,2,-2,15,0,20,15,0,50,0
0,1,1,0,0,1.0,0.0,-0.3948,-48,-3,15,25,20,0,0,60,0
0,1,1,0,1,1.0,0.0,-0.4148,-4,1,15,25,20,8,10,78,0
1,0,1,1,0,1.0,0.0,-0.3412,9,-1,30,0,20,15,0,65,1
0,0,0,1,1,1.0,0.0,-0.536,12,3,15,0,0,15,10,40,0
0,0,0,1,1,1.0,0.0,-0.496,15,0,15,0,0,15,10,40,0
0,0,1,1,0,1.0,0.0,-0.742,5,-3,15,0,20,15,0,50,0
0,1,1,0,0,1.0,0.0,-0.5468,-30,-1,15,25,20,0,0,60,0
1,0,1,0,1,1.0,0.0,-0.0292,-6,0,30,0,20,8,10,68,1
1,0,1,1,0,1.0,0.0,-0.0516,52,-1,30,0,20,15,0,65,1
0,0,0,1,1,1.0,0.0,1.5788,67,0,0,0,0,15,10,25,0
0,1,1,0,1,1.0,0.0,-0.7224,-4,1,15,25,20,8,10,78,0
0,0,1,0,1,1.0,0.0,-0.7024,-54,0,15,0,20,0,10,45,0
0,0,0,1,1,1.0,0.0,1.3964,37,2,0,0,0,15,10,25,0
1,1,1,1,1,1.0,0.0,-0.346,21,1,30,25,20,15,10,100,1
0,1,0,1,1,1.0,0.0,0.8356,74,4,0,25,0,15,10,50,0
0,1,1,1,0,1.0,0.0,-0.6448,29,-3,15,25,20,15,0,75,0
0,0,0,1,1,1.0,0.0,1.1028,136,2,0,0,0,15,10,25,0
0,1,1,0,0,1.0,0.0,-0.5588,-1,-1,15,25,20,8,0,68,0
0,0,0,1,1,1.0,0.0,0.1724,17,3,15,0,0,15,10,40,0
0,1,1,0,0,1.0,0.0,-0.578,-30,-3,15,25,20,0,0,60,0
0,0,1,0,1,1.0,0.0,-0.3612,-35,0,15,0,20,0,10,45,0
0,0,1,1,0,1.0,0.0,-0.5528,55,-2,15,0,20,15,0,50,0
0,0,1,0,1,1.0,0.0,-0.456,-21,0,15,0,20,0,10,45,0
0,1,1,0,1,1.0,0.0,-0.3864,-53,1,15,25,20,0,10,70,0
1,1,1,1,1,1.0,0.0,-0.1916,0,0,30,25,20,15,10,100,1
0,0,1,1,0,1.0,0.0,-0.3648,47,-1,15,0,20,15,0,50,0
1,1,1,0,1,1.0,0.0,-0.1456,-41,1,30,25,20,0,10,85,1
1,0,1,1,0,1.0,0.0,-0.0444,36,-2,30,0,20,15,0,65,1
0,0,0,1,1,1.0,0.0,0.042,173,5,15,0,0,15,10,40,0
0,0,0,1,1,1.0,0.0,0.3324,106,2,0,0,0,15,10,25,0
1,0,1,1,1,1.0,0.0,-0.0652,0,1,30,0,20,15,10,75,1
0,1,0,1,1,1.0,0.0,1.1832,138,0,0,25,0,15,10,50,0
0,1,0,1,1,1.0,0.0,0.05,83,4,15,25,0,15,10,65,0
0,0,1,0,0,1.0,0.0,-0.7448,-57,-3,15,0,20,0,0,35,0
0,0,1,1,1,1.0,0.0,-0.7352,42,0,15,0,20,15,10,60,0
0,0,0,1,1,1.0,0.0,1.2192,87,2,0,0,0,15,10,25,0
0,0,1,0,0,1.0,0.0,-0.6672,-15,-3,15,0,20,8,0,43,0
0,0,1,0,1,1.0,0.0,-0.3884,-33,0,15,0,20,0,10,45,0
0,0,1,1,0,1.0,0.0,-0.436,62,-2,15,0,20,15,0,50,0
1,0,0,1,1,1.0,0.0,-0.1212,160,2,30,0,0,15,10,55,0
0,0,1,0,1,1.0,0.0,-0.488,-43,0,15,0,20,0,10,45,0
1,0,1,0,0,1.0,0.0,-0.3088,-39,-1,30,0,20,0,0,50,0
1,0,0,1,0,1.0,0.0,-0.348,215,-1,30,0,0,15,0,45,0
0,0,0,1,1,1.0,0.0,0.7952,209,3,0,0,0,15,10,25,0
0,0,1,1,0,1.0,0.0,-0.5884,36,-3,15,0,20,15,0,50,0
0,0,0,1,1,1.0,0.0,0.3036,247,2,0,0,0,15,10,25,0
1,0,0,1,1,1.0,0.0,-0.3272,34,4,30,0,0,15,10,55,0
0,0,0,1,1,1.0,0.0,-0.5324,32,1,15,0,0,15,10,40,0
0,0,1,1,0,1.0,0.0,-0.4224,45,-2,15,0,20,15,0,50,0
0,0,1,1,1,1.0,0.0,-0.7764,61,1,15,0,20,15,10,60,0
0,0,0,1,1,1.0,0.0,0.8316,12,0,0,0,0,15,10,25,0
1,1,1,1,1,1.0,0.0,-0.1344,19,0,30,25,20,15,10,100,1
0,0,1,0,0,1.0,0.0,-0.3764,-60,-3,15,0,20,0,0,35,0
1,0,1,1,0,1.0,0.0,-0.168,4,-3,30,0,20,15,0,65,1
0,0,0,1,1,1.0,0.0,0.3716,129,3,0,0,0,15,10,25,0
0,0,0,1,1,1.0,0.0,0.3492,98,4,0,0,0,15,10,25,0
0,0,0,1,1,1.0,0.0,0.9088,146,2,0,0,0,15,10,25,0
0,0,1,0,0,1.0,0.0,-0.8292,-13,-2,15,0,20,8,0,43,0
0,0,1,1,0,1.0,0.0,-0.7368,17,-1,15,0,20,15,0,50,0
1,0,1,0,1,1.0,0.0,-0.2488,-39,0,30,0,20,0,10,60,1
1,0,1,0,0,1.0,0.0,-0.1468,-57,-2,30,0,20,0,0,50,0
0,0,0,1,1,1.0,0.0,0.7224,121,2,0,0,0,15,10,25,0
0,0,0,1,0,1.0,0.0,0.0752,224,-1,15,0,0,15,0,30,0
0,0,1,1,1,1.0,0.0,-0.7224,18,0,15,0,20,15,10,60,0
0,0,1,1,1,3.0,0.0,-0.5073,8,0,15,0,20,15,10,60,0
0,1,0,1,1,3.0,0.0,-0.3747,87,7,15,25,0,15,10,65,0
0,0,1,1,1,3.0,0.0,-0.726,32,0,15,0,20,15,10,60,0
0,0,1,1,1,3.0,0.0,0.2353,15,1,0,0,20,15,10,45,0
0,0,0,1,1,3.0,0.0,3.182,202,6,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.7993,310,6,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.5653,228,3,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.3393,190,4,0,0,0,15,10,25,0
1,0,1,0,1,3.0,0.0,-0.052,-29,4,30,0,20,0,10,60,1
1,1,1,0,1,3.0,0.0,-0.2433,-40,1,30,25,20,0,10,85,1
0,0,0,1,1,3.0,0.0,0.4307,180,6,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,2.1707,20,5,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,0.612,120,7,0,25,0,15,10,50,0
1,0,1,0,1,3.0,0.0,-0.134,-43,4,30,0,20,0,10,60,1
0,1,0,1,1,3.0,0.0,3.7453,132,6,0,25,0,15,10,50,0
0,0,0,1,1,3.0,0.0,1.0113,194,5,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,0.5687,-13,1,0,0,20,8,10,38,0
0,0,1,1,1,3.0,0.0,-0.3773,47,1,15,0,20,15,10,60,0
0,0,1,0,1,3.0,0.0,-0.542,-50,0,15,0,20,0,10,45,0
1,0,1,0,1,3.0,0.0,-0.318,-28,4,30,0,20,0,10,60,1
0,0,1,0,1,3.0,0.0,0.1227,-17,0,15,0,20,8,10,53,0
0,0,0,1,1,3.0,0.0,1.1107,69,7,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.0773,48,3,15,0,20,15,10,60,0
1,0,1,1,1,3.0,0.0,-0.0813,19,2,30,0,20,15,10,75,1
0,0,1,1,1,3.0,0.0,0.4713,58,1,0,0,20,15,10,45,0
0,0,1,1,1,3.0,0.0,-0.5553,3,2,15,0,20,15,10,60,0
0,0,0,1,1,3.0,0.0,1.1967,86,6,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,-0.4613,-61,4,15,0,20,0,10,45,0
0,0,1,1,1,3.0,0.0,-0.5473,32,3,15,0,20,15,10,60,0
0,1,0,1,1,3.0,0.0,0.4973,139,8,0,25,0,15,10,50,0
0,0,1,0,1,3.0,0.0,0.308,-48,3,0,0,20,0,10,30,0
0,0,0,1,1,3.0,0.0,3.6773,150,8,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,3.994,162,4,0,0,0,15,10,25,0
1,0,0,1,1,3.0,0.0,-0.1433,99,7,30,0,0,15,10,55,0
0,0,0,1,1,3.0,0.0,2.21,120,2,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.272,194,6,0,0,0,15,10,25,0
1,0,1,1,1,3.0,0.0,-0.2347,9,1,30,0,20,15,10,75,1
0,1,0,1,1,3.0,0.0,0.7973,218,7,0,25,0,15,10,50,0
0,0,1,1,1,3.0,0.0,-0.488,27,3,15,0,20,15,10,60,0
0,0,1,1,1,3.0,0.0,-0.4907,18,3,15,0,20,15,10,60,0
0,0,0,1,1,3.0,0.0,2.7967,56,4,0,0,0,15,10,25,0
1,0,1,0,1,3.0,0.0,-0.2087,-33,3,30,0,20,0,10,60,1
0,0,0,1,1,3.0,0.0,2.4907,129,3,0,0,0,15,10,25,0
1,0,0,1,1,3.0,0.0,-0.3273,19,3,30,0,0,15,10,55,0
1,0,1,1,1,3.0,0.0,-0.19,17,3,30,0,20,15,10,75,1
1,0,1,1,1,3.0,0.0,-0.1927,34,3,30,0,20,15,10,75,1
0,1,1,1,1,3.0,0.0,-0.4593,7,2,15,25,20,15,10,85,0
0,0,1,1,1,3.0,0.0,-0.6787,28,1,15,0,20,15,10,60,0
1,0,1,1,1,3.0,0.0,-0.2867,14,1,30,0,20,15,10,75,1
0,1,0,1,1,3.0,0.0,3.5913,123,8,0,25,0,15,10,50,0
0,0,0,1,1,3.0,0.0,1.5047,199,3,0,0,0,15,10,25,0
1,0,1,1,1,3.0,0.0,-0.148,53,3,30,0,20,15,10,75,1
0,1,0,1,1,3.0,0.0,0.7573,167,3,0,25,0,15,10,50,0
0,0,0,1,1,3.0,0.0,1.6,230,2,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,-0.3993,29,4,15,0,20,15,10,60,0
0,0,0,1,1,3.0,0.0,0.2513,26,2,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,3.6393,95,6,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.89,220,5,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,0.6987,266,5,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.0693,61,3,15,0,20,15,10,60,0
1,0,1,1,1,3.0,0.0,-0.3227,50,4,30,0,20,15,10,75,1
0,0,1,1,1,3.0,0.0,0.32,56,4,0,0,20,15,10,45,0
0,1,0,1,1,3.0,0.0,2.1447,60,6,0,25,0,15,10,50,0
0,1,1,1,1,3.0,0.0,0.2987,55,4,0,25,20,15,10,70,0
0,0,1,1,1,3.0,0.0,0.6227,8,1,0,0,20,15,10,45,0
0,0,1,0,1,3.0,0.0,-0.422,-60,4,15,0,20,0,10,45,0
0,0,0,1,1,3.0,0.0,0.92,316,4,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.1887,169,4,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,2.7007,178,3,0,25,0,15,10,50,0
0,0,0,1,1,3.0,0.0,1.724,162,4,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.5353,24,1,0,0,20,15,10,45,0
0,0,0,1,1,3.0,0.0,1.954,206,7,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,3.402,181,6,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,1.4613,170,2,0,25,0,15,10,50,0
0,0,1,1,1,3.0,0.0,0.4827,46,0,0,0,20,15,10,45,0
0,0,1,0,1,3.0,0.0,0.636,-9,3,0,0,20,8,10,38,0
0,0,1,0,1,3.0,0.0,-0.6727,-20,4,15,0,20,0,10,45,0
0,1,0,1,1,3.0,0.0,1.3453,285,7,0,25,0,15,10,50,0
0,0,1,0,1,3.0,0.0,-0.43,-20,0,15,0,20,0,10,45,0
0,0,0,1,1,3.0,0.0,3.1213,34,7,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,2.102,218,2,0,0,0,15,10,25,0
0,1,1,0,1,3.0,0.0,-0.584,-51,3,15,25,20,0,10,70,0
0,0,1,1,1,3.0,0.0,0.172,55,3,15,0,20,15,10,60,0
0,0,0,1,1,3.0,0.0,0.644,211,6,0,0,0,15,10,25,0
0,1,1,0,1,3.0,0.0,0.418,-21,2,0,25,20,0,10,55,0
1,1,1,0,1,3.0,0.0,-0.148,-20,0,30,25,20,0,10,85,1
0,1,1,1,1,3.0,0.0,-0.6967,42,4,15,25,20,15,10,85,0
0,0,1,0,1,3.0,0.0,0.6487,-2,1,0,0,20,8,10,38,0
0,0,0,1,1,3.0,0.0,0.6413,88,3,0,0,0,15,10,25,0
0,1,1,0,1,3.0,0.0,0.44,-40,0,0,25,20,0,10,55,0
0,0,0,1,1,3.0,0.0,0.388,132,3,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.662,28,4,0,0,20,15,10,45,0
0,0,1,0,1,3.0,0.0,0.3267,-14,4,0,0,20,8,10,38,0
0,0,1,1,1,3.0,0.0,-0.5527,18,0,15,0,20,15,10,60,0
0,1,1,0,1,3.0,0.0,0.2073,-63,0,0,25,20,0,10,55,0
1,0,1,1,1,3.0,0.0,-0.036,25,1,30,0,20,15,10,75,1
1,0,1,0,1,3.0,0.0,-0.3027,-64,2,30,0,20,0,10,60,1
0,1,1,0,1,3.0,0.0,-0.546,-10,0,15,25,20,8,10,78,0
0,0,0,1,1,3.0,0.0,2.8147,240,7,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,2.8027,136,8,0,0,0,15,10,25,0
0,1,0,1,1,3.0,0.0,1.902,131,4,0,25,0,15,10,50,0
1,0,1,0,1,3.0,0.0,-0.014,-15,0,30,0,20,8,10,68,1
0,1,1,0,1,3.0,0.0,0.474,-37,1,0,25,20,0,10,55,0
0,1,1,1,1,3.0,0.0,-0.372,7,0,15,25,20,15,10,85,0
0,0,0,1,1,3.0,0.0,0.9467,37,7,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,-0.6273,-24,2,15,0,20,0,10,45,0
0,0,1,1,1,3.0,0.0,-0.5387,13,2,15,0,20,15,10,60,0
1,0,1,1,1,3.0,0.0,-0.2493,37,3,30,0,20,15,10,75,1
0,1,1,1,1,3.0,0.0,0.1093,26,1,15,25,20,15,10,85,0
0,0,0,1,1,3.0,0.0,1.7133,310,7,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,0.0347,-45,4,15,0,20,0,10,45,0
0,0,0,1,1,3.0,0.0,3.91,45,4,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,0.4787,221,6,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,1.48,50,2,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,-0.73,40,4,15,0,20,15,10,60,0
0,1,0,1,1,3.0,0.0,1.2327,11,2,0,25,0,15,10,50,0
0,1,0,1,1,3.0,0.0,0.2453,50,7,0,25,0,15,10,50,0
0,1,0,1,1,3.0,0.0,3.3233,111,4,0,25,0,15,10,50,0
0,0,0,1,1,3.0,0.0,1.55,59,4,0,0,0,15,10,25,0
0,1,1,1,1,3.0,0.0,-0.5833,40,3,15,25,20,15,10,85,0
0,0,0,1,1,3.0,0.0,0.2627,230,4,0,0,0,15,10,25,0
1,0,0,1,1,3.0,0.0,-0.3453,232,5,30,0,0,15,10,55,0
0,0,1,1,1,3.0,0.0,0.016,19,1,15,0,20,15,10,60,0
0,0,0,1,1,3.0,0.0,2.2293,46,6,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,-0.6113,42,1,15,0,20,15,10,60,0
0,0,1,0,1,3.0,0.0,0.0567,-33,0,15,0,20,0,10,45,0
0,0,0,1,1,3.0,0.0,2.0593,104,7,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,2.2967,190,4,0,0,0,15,10,25,0
0,0,0,1,1,3.0,0.0,0.7407,322,7,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.458,45,3,0,0,20,15,10,45,0
0,0,1,1,1,3.0,0.0,-0.6213,27,0,15,0,20,15,10,60,0
0,0,1,0,1,3.0,0.0,0.642,-27,4,0,0,20,0,10,30,0
0,0,0,1,1,3.0,0.0,3.7953,253,5,0,0,0,15,10,25,0
0,1,1,1,1,3.0,0.0,0.416,46,2,0,25,20,15,10,70,0
0,0,0,1,1,3.0,0.0,0.3653,206,3,0,0,0,15,10,25,0
1,1,1,1,1,3.0,0.0,-0.28,3,1,30,25,20,15,10,100,1
0,0,1,0,1,3.0,0.0,0.0087,-47,0,15,0,20,0,10,45,0
1,0,1,0,1,3.0,0.0,-0.0247,-3,4,30,0,20,8,10,68,1
0,1,1,1,1,3.0,0.0,0.098,10,2,15,25,20,15,10,85,0
1,0,0,1,1,3.0,0.0,-0.2267,13,6,30,0,0,15,10,55,0
1,1,0,1,1,3.0,0.0,-0.16,16,3,30,25,0,15,10,80,1
0,0,1,1,1,3.0,0.0,-0.57,6,0,15,0,20,15,10,60,0
1,0,1,0,1,3.0,0.0,-0.2447,-29,2,30,0,20,0,10,60,1
0,1,1,0,1,3.0,0.0,0.618,-5,3,0,25,20,8,10,63,0
0,0,1,1,1,3.0,0.0,0.5807,53,2,0,0,20,15,10,45,0
0,0,0,1,1,3.0,0.0,3.298,68,3,0,0,0,15,10,25,0
0,0,1,0,1,3.0,0.0,-0.5373,-3,4,15,0,20,8,10,53,0
0,1,1,0,1,3.0,0.0,-0.504,-53,3,15,25,20,0,10,70,0
0,0,0,1,1,3.0,0.0,2.994,38,5,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,0.09,22,4,15,0,20,15,10,60,0
0,0,0,1,1,3.0,0.0,2.0593,75,7,0,0,0,15,10,25,0
0,0,1,1,1,3.0,0.0,-0.408,30,0,15,0,20,15,10,60,0
0,1,0,1,1,3.0,0.0,2.5047,137,5,0,25,0,15,10,50,0
1,0,1,1,1,3.0,0.0,-0.2647,0,2,30,0,20,15,10,75,1
0,0,0,1,1,3.0,0.0,0.954,18,6,0,0,0,15,10,25,0
1,0,1,0,1,3.0,0.0,-0.2967,-29,0,30,0,20,0,10,60,1
0,0,1,0,1,3.0,0.0,0.0647,-34,3,15,0,20,0,10,45,0
1,1,1,1,1,3.0,0.0,-0.2547,56,1,30,25,20,15,10,100,1
1,1,1,0,1,3.0,0.0,-0.0933,-20,3,30,25,20,0,10,85,1
0,0,1,0,1,3.0,0.0,0.0227,-52,4,15,0,20,0,10,45,0
